cost_id,year_month,product_id,standard_unit_cost_eur,actual_unit_cost_eur,cost_variance_eur,cost_variance_pct
10917,2025-07-01,1116,1007.31,973.09,-34.22,-0.033971667113401036
10918,2025-07-01,1117,1138.12,1130.97,-7.15,-0.006282290092433135
10919,2025-07-01,1118,892.34,932.75,40.41,0.045285429320662526
10920,2025-07-01,1119,876.5,860.52,-15.98,-0.01823160296634341
10921,2025-07-01,1120,71.24,75.84,4.6,0.06457046603032005
10922,2025-07-01,1121,75.12,75.42,0.3,0.003993610223642172
10923,2025-07-01,1122,55.2,55.88,0.68,0.012318840579710146
10924,2025-07-01,1123,62.32,61.1,-1.22,-0.01957637997432606
10925,2025-07-01,1124,55.17,54.74,-0.43,-0.0077940909914808775
10926,2025-07-01,1125,67.64,72.68,5.04,0.07451212300413956
10927,2025-07-01,1126,58.43,55.75,-2.68,-0.04586684922129043
10928,2025-07-01,1127,47.52,50.68,3.16,0.0664983164983165
10929,2025-07-01,1128,75.43,74.71,-0.72,-0.009545273763754475
10930,2025-07-01,1129,42.11,44.6,2.49,0.059130847779624796
10931,2025-07-01,1130,56.75,61.2,4.45,0.07841409691629955
10932,2025-07-01,1131,68.59,65.53,-3.06,-0.044612917334888466
10933,2025-07-01,1132,75.06,76.63,1.57,0.020916600053290702
10934,2025-07-01,1133,58.64,61.57,2.93,0.049965893587994546
10935,2025-07-01,1134,86.1,82.31,-3.79,-0.044018583042973285
10936,2025-07-01,1135,58.74,62.45,3.71,0.06315968675519237
10937,2025-07-01,1136,59.7,58.04,-1.66,-0.02780569514237856
10938,2025-07-01,1137,50.85,54.66,3.81,0.07492625368731563
10939,2025-07-01,1138,51.98,53.04,1.06,0.020392458637937667
10940,2025-07-01,1139,60.81,59.2,-1.61,-0.026475908567669793
10941,2025-07-01,1140,783.38,795.56,12.18,0.015548009905792847
10942,2025-07-01,1141,655.99,662.83,6.84,0.010426988216283784
10943,2025-07-01,1142,677.39,713.86,36.47,0.053838999689986566
10944,2025-07-01,1143,710.01,740.52,30.51,0.0429712257573837
10945,2025-07-01,1144,720.34,754.12,33.78,0.046894522031263014
10946,2025-07-01,1145,705.94,677.46,-28.48,-0.040343371957956765
10947,2025-07-01,1146,565.7,598.29,32.59,0.057610040657592364
10948,2025-07-01,1147,791.14,800.11,8.97,0.01133806911545365
10949,2025-07-01,1148,657.45,636.64,-20.81,-0.03165259715567724
10950,2025-07-01,1149,719.92,687.27,-32.65,-0.045352261362373594
10951,2025-07-01,1150,613.77,620.17,6.4,0.010427358782605861
10952,2025-07-01,1151,550.91,581.92,31.01,0.05628868599226734
10953,2025-07-01,1152,716.13,742.59,26.46,0.03694859871810984
10954,2025-07-01,1153,589.93,579.83,-10.1,-0.017120675334361703
10955,2025-07-01,1154,816.52,840.91,24.39,0.0298706706510557
10956,2025-07-01,1155,607.23,620.79,13.56,0.022330912504322908
10957,2025-07-01,1156,541.86,537.15,-4.71,-0.008692282139297973
10958,2025-07-01,1157,549.33,575.01,25.68,0.04674785647971165
10959,2025-07-01,1158,769.99,792.26,22.27,0.02892245353835764
10960,2025-07-01,1159,682.4,681.03,-1.37,-0.002007620164126612
10961,2025-07-01,1160,55.35,56.56,1.21,0.021860885275519423
10962,2025-07-01,1161,45.34,48.71,3.37,0.07432730480811646
10963,2025-07-01,1162,48.59,46.71,-1.88,-0.038691088701378884
10964,2025-07-01,1163,46.54,47.9,1.36,0.02922217447357112
10965,2025-07-01,1164,34.45,37.06,2.61,0.07576197387518142
10966,2025-07-01,1165,44.4,42.83,-1.57,-0.03536036036036036
10967,2025-07-01,1166,41.24,43.05,1.81,0.0438894277400582
10968,2025-07-01,1167,62.65,66.04,3.39,0.054110135674381485
10969,2025-07-01,1168,50.4,52.52,2.12,0.04206349206349207
10970,2025-07-01,1169,59.1,61.22,2.12,0.03587140439932318
10971,2025-07-01,1170,42.21,43.51,1.3,0.030798389007344232
10972,2025-07-01,1171,36.81,36.42,-0.39,-0.010594947025264874
10973,2025-07-01,1172,54.12,56.69,2.57,0.047487065779748705
10974,2025-07-01,1173,52.87,52.63,-0.24,-0.004539436353319463
10975,2025-07-01,1174,48.76,52.39,3.63,0.07444626743232158
10976,2025-07-01,1175,46.57,49.33,2.76,0.05926562164483573
10977,2025-07-01,1176,45.1,46.17,1.07,0.023725055432372504
10978,2025-07-01,1177,60.79,63.76,2.97,0.04885671985523935
10979,2025-07-01,1178,43.02,43.88,0.86,0.0199907019990702
10980,2025-07-01,1179,49.41,47.91,-1.5,-0.030358227079538554
10981,2025-07-01,1180,88.24,91.97,3.73,0.04227107887579329
10982,2025-07-01,1181,85.85,82.35,-3.5,-0.040768782760629
10983,2025-07-01,1182,116.99,111.35,-5.64,-0.048209248653731086
10984,2025-07-01,1183,125.29,120.61,-4.68,-0.037353340250618566
10985,2025-07-01,1184,99.12,99.9,0.78,0.007869249394673124
10986,2025-07-01,1185,85.76,85.04,-0.72,-0.008395522388059701
10987,2025-07-01,1186,89.1,93.16,4.06,0.04556677890011223
10988,2025-07-01,1187,130.85,130.46,-0.39,-0.002980512036683225
10989,2025-07-01,1188,93.95,89.51,-4.44,-0.04725918041511442
10990,2025-07-01,1189,91.33,95.56,4.23,0.04631555896200591
10991,2025-07-01,1190,60.7,62.39,1.69,0.027841845140032948
10992,2025-07-01,1191,73.4,70.61,-2.79,-0.03801089918256131
10993,2025-07-01,1192,118.43,125.2,6.77,0.057164569788060456
10994,2025-07-01,1193,111.07,109.71,-1.36,-0.012244530476276222
10995,2025-07-01,1194,139.39,139.36,-0.03,-0.0002152234737068656
10996,2025-07-01,1195,91.14,93.08,1.94,0.021285933728330042
10997,2025-07-01,1196,108.07,109.58,1.51,0.013972425279911169
10998,2025-07-01,1197,108.2,108.97,0.77,0.0071164510166358596
10999,2025-07-01,1198,121.47,121.16,-0.31,-0.0025520704700749157
11000,2025-07-01,1199,117.4,121.71,4.31,0.03671209540034071
11001,2025-08-01,1000,785.4,781.93,-3.47,-0.004418130888719124
11002,2025-08-01,1001,775.89,773.84,-2.05,-0.002642127105646419
11003,2025-08-01,1002,812.15,840.34,28.19,0.034710336760450655
11004,2025-08-01,1003,846.68,806.13,-40.55,-0.047892946567770586
11005,2025-08-01,1004,855.81,890.73,34.92,0.040803449363760645
11006,2025-08-01,1005,926.32,933.75,7.43,0.008020986268244235
11007,2025-08-01,1006,797.77,832.54,34.77,0.043583990373165196
11008,2025-08-01,1007,1063.25,1075.07,11.82,0.011116858687984952
11009,2025-08-01,1008,738.43,738.69,0.26,0.0003520983708679224
11010,2025-08-01,1009,617.97,657.99,40.02,0.0647604252633623
11011,2025-08-01,1010,598.73,602.35,3.62,0.006046130977235148
11012,2025-08-01,1011,748.55,790.45,41.9,0.055974884777235986
11013,2025-08-01,1012,809.52,793.65,-15.87,-0.019604209902164247
11014,2025-08-01,1013,593.35,630.15,36.8,0.06202072975478217
11015,2025-08-01,1014,631.14,612.95,-18.19,-0.028820863833697752
11016,2025-08-01,1015,571.36,551.53,-19.83,-0.03470666479977597
11017,2025-08-01,1016,798.01,825.98,27.97,0.03504968609415922
11018,2025-08-01,1017,856.06,825.22,-30.84,-0.03602551223045114
11019,2025-08-01,1018,648.81,681.29,32.48,0.05006088068926188
11020,2025-08-01,1019,688.64,655.78,-32.86,-0.04771723977695167
11021,2025-08-01,1020,583.07,605.65,22.58,0.03872605347556897
11022,2025-08-01,1021,404.86,396.62,-8.24,-0.020352714518599022
11023,2025-08-01,1022,542.51,567.64,25.13,0.046321726788446295
11024,2025-08-01,1023,497.75,503.34,5.59,0.011230537418382721
11025,2025-08-01,1024,457.08,452.13,-4.95,-0.010829614071934892
11026,2025-08-01,1025,445.35,443.8,-1.55,-0.003480408667340294
11027,2025-08-01,1026,461.1,451.14,-9.96,-0.021600520494469748
11028,2025-08-01,1027,631.78,616.6,-15.18,-0.024027351293171673
11029,2025-08-01,1028,510.8,500.25,-10.55,-0.020653876272513704
11030,2025-08-01,1029,542.24,576.96,34.72,0.06403068751844201
11031,2025-08-01,1030,434.16,417.84,-16.32,-0.037589828634604756
11032,2025-08-01,1031,582.58,586.62,4.04,0.006934669916577981
11033,2025-08-01,1032,504.15,500.62,-3.53,-0.007001884359813548
11034,2025-08-01,1033,593.89,579.68,-14.21,-0.02392698984660459
11035,2025-08-01,1034,515.82,502.41,-13.41,-0.025997440967779457
11036,2025-08-01,1035,613.71,617.86,4.15,0.006762151504782389
11037,2025-08-01,1036,478.16,504.41,26.25,0.05489794211142714
11038,2025-08-01,1037,625.66,607.86,-17.8,-0.028449956845571077
11039,2025-08-01,1038,411.63,429.97,18.34,0.04455457571119695
11040,2025-08-01,1039,703.24,713.7,10.46,0.014874011717194699
11041,2025-08-01,1040,291.46,304.34,12.88,0.0441913127015714
11042,2025-08-01,1041,280.51,289.42,8.91,0.03176357349114114
11043,2025-08-01,1042,344.53,360.92,16.39,0.047572054683191596
11044,2025-08-01,1043,362.7,346.23,-16.47,-0.04540942928039702
11045,2025-08-01,1044,292.99,292.61,-0.38,-0.00129697259292126
11046,2025-08-01,1045,301.61,296.94,-4.67,-0.015483571499618713
11047,2025-08-01,1046,383.72,371.3,-12.42,-0.03236735119357865
11048,2025-08-01,1047,292.35,292.23,-0.12,-0.0004104669061056952
11049,2025-08-01,1048,326.96,346.41,19.45,0.05948739907022266
11050,2025-08-01,1049,436.41,462.97,26.56,0.06086020027038794
11051,2025-08-01,1050,331.64,348.17,16.53,0.049843203473646125
11052,2025-08-01,1051,312.53,304.03,-8.5,-0.02719738905065114
11053,2025-08-01,1052,322.79,327.78,4.99,0.015458967130332414
11054,2025-08-01,1053,391.62,375.61,-16.01,-0.040881466727950566
11055,2025-08-01,1054,384.45,408.64,24.19,0.06292105605410327
11056,2025-08-01,1055,325.17,333.68,8.51,0.026170925977181167
11057,2025-08-01,1056,318.21,311.13,-7.08,-0.02224945790515697
11058,2025-08-01,1057,344.42,362.59,18.17,0.05275535683177516
11059,2025-08-01,1058,288.2,302.89,14.69,0.050971547536433036
11060,2025-08-01,1059,312.59,315.57,2.98,0.009533254422726255
11061,2025-08-01,1060,75.11,78.65,3.54,0.04713087471708161
11062,2025-08-01,1061,160.49,159.63,-0.86,-0.005358589320206867
11063,2025-08-01,1062,123.45,121.89,-1.56,-0.012636695018226002
11064,2025-08-01,1063,100.11,107.07,6.96,0.06952352412346419
11065,2025-08-01,1064,94.66,95.58,0.92,0.009718994295372914
11066,2025-08-01,1065,95.44,97.83,2.39,0.025041911148365466
11067,2025-08-01,1066,102.52,107.13,4.61,0.04496683573936793
11068,2025-08-01,1067,104.58,102.32,-2.26,-0.021610250525913175
11069,2025-08-01,1068,125.07,133.43,8.36,0.06684256816182937
11070,2025-08-01,1069,118.84,125.78,6.94,0.058397845843150456
11071,2025-08-01,1070,141.58,143.79,2.21,0.015609549371380139
11072,2025-08-01,1071,107.79,102.85,-4.94,-0.045829854346414324
11073,2025-08-01,1072,135.54,134.91,-0.63,-0.004648074369189907
11074,2025-08-01,1073,95.48,98.6,3.12,0.032677000418935905
11075,2025-08-01,1074,105.87,106.4,0.53,0.00500613960517616
11076,2025-08-01,1075,177.2,176.37,-0.83,-0.004683972911963883
11077,2025-08-01,1076,118.72,126.34,7.62,0.06418463611859838
11078,2025-08-01,1077,160.68,169.46,8.78,0.05464276823500124
11079,2025-08-01,1078,118.7,127.24,8.54,0.07194608256107834
11080,2025-08-01,1079,100.52,101.88,1.36,0.013529645841623557
11081,2025-08-01,1080,635.76,636.13,0.37,0.0005819806216182207
11082,2025-08-01,1081,559.04,595.24,36.2,0.06475386376645678
11083,2025-08-01,1082,578.25,620.08,41.83,0.07233895373973195
11084,2025-08-01,1083,624.43,626.16,1.73,0.0027705267203689764
11085,2025-08-01,1084,440.05,425.1,-14.95,-0.033973412112259974
11086,2025-08-01,1085,514.14,532.13,17.99,0.0349904695219201
11087,2025-08-01,1086,458.69,441.6,-17.09,-0.03725827901196887
11088,2025-08-01,1087,340.48,332.63,-7.85,-0.023055686090225565
11089,2025-08-01,1088,768.6,822.4,53.8,0.06999739786625032
11090,2025-08-01,1089,326.62,312.49,-14.13,-0.043261282223991185
11091,2025-08-01,1090,431.48,429.5,-1.98,-0.0045888569574487805
11092,2025-08-01,1091,494.22,523.48,29.26,0.05920440289749504
11093,2025-08-01,1092,477.81,477.04,-0.77,-0.0016115192231221614
11094,2025-08-01,1093,453.67,447.86,-5.81,-0.012806665638018824
11095,2025-08-01,1094,496.63,480.19,-16.44,-0.03310311499506675
11096,2025-08-01,1095,567.62,549.3,-18.32,-0.03227511363235968
11097,2025-08-01,1096,565.84,539.41,-26.43,-0.04670931712144776
11098,2025-08-01,1097,461.78,486.55,24.77,0.0536402615964312
11099,2025-08-01,1098,430.65,432.31,1.66,0.003854638337396958
11100,2025-08-01,1099,607.32,623.52,16.2,0.026674570243034972
11101,2025-08-01,1100,958.47,935.4,-23.07,-0.024069610942439514
11102,2025-08-01,1101,968.79,969.39,0.6,0.0006193292664044839
11103,2025-08-01,1102,1177.55,1132.14,-45.41,-0.038563118338924035
11104,2025-08-01,1103,1233.48,1255.75,22.27,0.018054609722087105
11105,2025-08-01,1104,942.07,914.13,-27.94,-0.029658093347628096
11106,2025-08-01,1105,934.07,907.31,-26.76,-0.02864881646985772
11107,2025-08-01,1106,985.14,1009.85,24.71,0.0250827293582638
11108,2025-08-01,1107,924.71,977.43,52.72,0.05701246877399401
11109,2025-08-01,1108,1044.24,1110.08,65.84,0.0630506396996859
11110,2025-08-01,1109,1056.24,1032.91,-23.33,-0.02208778307960312
11111,2025-08-01,1110,859.11,925.22,66.11,0.07695172911501437
11112,2025-08-01,1111,1237.04,1304.01,66.97,0.054137295479531784
11113,2025-08-01,1112,957.56,961.15,3.59,0.0037491123271648774
11114,2025-08-01,1113,992.83,1040.62,47.79,0.048135128874026774
11115,2025-08-01,1114,1293.83,1251.12,-42.71,-0.033010519156303375
11116,2025-08-01,1115,987.46,1053.46,66.0,0.0668381504060924
11117,2025-08-01,1116,1059.14,1107.51,48.37,0.04566912778291821
11118,2025-08-01,1117,1093.57,1097.98,4.41,0.004032663661219675
11119,2025-08-01,1118,945.41,1013.24,67.83,0.07174664960176008
11120,2025-08-01,1119,830.77,886.58,55.81,0.06717864150125787
11121,2025-08-01,1120,66.69,69.92,3.23,0.04843304843304843
11122,2025-08-01,1121,75.03,78.3,3.27,0.04358256697321072
11123,2025-08-01,1122,53.46,54.42,0.96,0.017957351290684626
11124,2025-08-01,1123,64.93,67.44,2.51,0.03865701524718928
11125,2025-08-01,1124,54.54,54.19,-0.35,-0.006417308397506418
11126,2025-08-01,1125,66.4,64.45,-1.95,-0.029367469879518073
11127,2025-08-01,1126,58.92,59.39,0.47,0.007976917854718261
11128,2025-08-01,1127,50.81,49.73,-1.08,-0.02125565833497343
11129,2025-08-01,1128,75.39,76.06,0.67,0.00888712030773312
11130,2025-08-01,1129,42.52,42.47,-0.05,-0.0011759172154280338
11131,2025-08-01,1130,57.0,60.43,3.43,0.06017543859649123
11132,2025-08-01,1131,63.33,65.82,2.49,0.039317858834675506
11133,2025-08-01,1132,77.36,75.99,-1.37,-0.017709410548086866
11134,2025-08-01,1133,56.65,58.02,1.37,0.02418358340688438
11135,2025-08-01,1134,80.89,83.11,2.22,0.027444677957720362
11136,2025-08-01,1135,59.75,59.71,-0.04,-0.0006694560669456066
11137,2025-08-01,1136,57.58,54.77,-2.81,-0.048801667245571376
11138,2025-08-01,1137,53.48,55.14,1.66,0.031039640987284966
11139,2025-08-01,1138,52.92,53.63,0.71,0.013416477702191988
11140,2025-08-01,1139,61.04,58.22,-2.82,-0.04619921363040629
11141,2025-08-01,1140,776.75,740.7,-36.05,-0.04641132925651754
11142,2025-08-01,1141,649.05,635.05,-14.0,-0.021569986903936522
11143,2025-08-01,1142,690.32,683.97,-6.35,-0.009198632518252405
11144,2025-08-01,1143,645.92,676.56,30.64,0.04743621501114689
11145,2025-08-01,1144,741.42,752.28,10.86,0.014647568179978959
11146,2025-08-01,1145,739.15,721.3,-17.85,-0.024149360752215382
11147,2025-08-01,1146,550.97,558.92,7.95,0.014429097773018495
11148,2025-08-01,1147,750.12,745.62,-4.5,-0.005999040153575428
11149,2025-08-01,1148,667.46,637.63,-29.83,-0.04469181673808168
11150,2025-08-01,1149,740.18,759.74,19.56,0.026426004485395446
11151,2025-08-01,1150,580.15,576.82,-3.33,-0.005739894854778937
11152,2025-08-01,1151,563.63,571.77,8.14,0.014442098539822224
11153,2025-08-01,1152,720.09,690.23,-29.86,-0.041467038842366924
11154,2025-08-01,1153,620.04,655.57,35.53,0.057302754660989615
11155,2025-08-01,1154,751.12,778.24,27.12,0.03610608158483332
11156,2025-08-01,1155,602.46,632.32,29.86,0.04956345649503702
11157,2025-08-01,1156,519.4,555.58,36.18,0.06965729688101656
11158,2025-08-01,1157,572.06,606.89,34.83,0.06088522182987798
11159,2025-08-01,1158,778.76,765.3,-13.46,-0.017283887205300736
11160,2025-08-01,1159,667.13,701.25,34.12,0.051144454604050184
11161,2025-08-01,1160,51.1,48.88,-2.22,-0.04344422700587084
11162,2025-08-01,1161,44.47,44.13,-0.34,-0.007645603777827749
11163,2025-08-01,1162,49.17,49.49,0.32,0.006508033353670938
11164,2025-08-01,1163,47.64,46.24,-1.4,-0.02938706968933669
11165,2025-08-01,1164,35.48,36.79,1.31,0.036922209695603156
11166,2025-08-01,1165,44.06,42.0,-2.06,-0.04675442578302315
11167,2025-08-01,1166,43.35,43.09,-0.26,-0.0059976931949250285
11168,2025-08-01,1167,66.95,65.08,-1.87,-0.02793129200896191
11169,2025-08-01,1168,50.81,54.87,4.06,0.07990553040740012
11170,2025-08-01,1169,61.35,63.59,2.24,0.036511817440912794
11171,2025-08-01,1170,41.46,42.66,1.2,0.02894356005788712
11172,2025-08-01,1171,36.64,36.64,0.0,0.0
11173,2025-08-01,1172,52.82,51.92,-0.9,-0.01703900037864445
11174,2025-08-01,1173,54.33,52.11,-2.22,-0.04086140254003313
11175,2025-08-01,1174,48.46,47.52,-0.94,-0.01939744118860916
11176,2025-08-01,1175,47.98,51.6,3.62,0.07544810337640684
11177,2025-08-01,1176,43.87,46.12,2.25,0.05128789605653066
11178,2025-08-01,1177,62.34,66.3,3.96,0.06352261790182868
11179,2025-08-01,1178,42.11,43.38,1.27,0.0301591071004512
11180,2025-08-01,1179,46.2,44.41,-1.79,-0.03874458874458874
11181,2025-08-01,1180,83.65,84.51,0.86,0.010280932456664674
11182,2025-08-01,1181,82.84,85.74,2.9,0.0350072428778368
11183,2025-08-01,1182,109.62,108.2,-1.42,-0.012953840540047437
11184,2025-08-01,1183,125.92,134.8,8.88,0.07052096569250317
11185,2025-08-01,1184,102.22,107.47,5.25,0.05135981216982978
11186,2025-08-01,1185,85.23,90.5,5.27,0.061832688020650006
11187,2025-08-01,1186,85.79,88.82,3.03,0.03531880172514279
11188,2025-08-01,1187,129.6,132.58,2.98,0.022993827160493828
11189,2025-08-01,1188,98.65,106.05,7.4,0.07501267105930055
11190,2025-08-01,1189,93.7,96.28,2.58,0.027534685165421558
11191,2025-08-01,1190,61.81,65.17,3.36,0.05436013590033975
11192,2025-08-01,1191,73.71,70.51,-3.2,-0.04341337674671008
11193,2025-08-01,1192,114.31,120.22,5.91,0.05170151342839647
11194,2025-08-01,1193,108.23,106.49,-1.74,-0.016076873325325695
11195,2025-08-01,1194,131.05,130.61,-0.44,-0.0033574971384967567
11196,2025-08-01,1195,92.04,87.86,-4.18,-0.04541503694046067
11197,2025-08-01,1196,107.65,113.65,6.0,0.0557361820715281
11198,2025-08-01,1197,105.48,112.01,6.53,0.06190747061054228
11199,2025-08-01,1198,119.73,126.36,6.63,0.05537459283387622
11200,2025-08-01,1199,118.95,114.11,-4.84,-0.04068936527952921
11201,2025-09-01,1000,752.28,749.72,-2.56,-0.0034029882490562023
11202,2025-09-01,1001,753.67,811.74,58.07,0.07704963710907957
11203,2025-09-01,1002,783.58,756.22,-27.36,-0.034916664539676866
11204,2025-09-01,1003,856.11,817.82,-38.29,-0.044725560967632666
11205,2025-09-01,1004,887.59,948.16,60.57,0.06824096711319415
11206,2025-09-01,1005,889.45,882.28,-7.17,-0.008061161391871382
11207,2025-09-01,1006,766.25,774.61,8.36,0.010910277324632952
11208,2025-09-01,1007,1038.95,1025.92,-13.03,-0.012541508253525194
11209,2025-09-01,1008,761.7,752.22,-9.48,-0.012445844820795589
11210,2025-09-01,1009,631.91,648.29,16.38,0.025921412859426184
11211,2025-09-01,1010,600.19,589.07,-11.12,-0.018527466302337592
11212,2025-09-01,1011,724.86,697.37,-27.49,-0.037924564743536684
11213,2025-09-01,1012,823.21,815.47,-7.74,-0.009402218146038071
11214,2025-09-01,1013,577.67,600.89,23.22,0.04019595963093116
11215,2025-09-01,1014,644.1,626.0,-18.1,-0.028101226517621487
11216,2025-09-01,1015,589.82,562.57,-27.25,-0.046200535756671525
11217,2025-09-01,1016,767.78,754.63,-13.15,-0.017127302091745032
11218,2025-09-01,1017,866.45,913.4,46.95,0.054186623578971665
11219,2025-09-01,1018,622.17,597.32,-24.85,-0.039940852178665
11220,2025-09-01,1019,689.36,743.92,54.56,0.07914587443425786
11221,2025-09-01,1020,578.16,550.37,-27.79,-0.04806627923066279
11222,2025-09-01,1021,416.48,398.66,-17.82,-0.0427871686515559
11223,2025-09-01,1022,543.73,537.84,-5.89,-0.010832582347856473
11224,2025-09-01,1023,498.51,535.22,36.71,0.07363944554773225
11225,2025-09-01,1024,447.93,429.53,-18.4,-0.04107784698501998
11226,2025-09-01,1025,464.46,496.51,32.05,0.06900486586573655
11227,2025-09-01,1026,463.28,451.36,-11.92,-0.02572958038335348
11228,2025-09-01,1027,662.03,667.78,5.75,0.008685407005724816
11229,2025-09-01,1028,514.7,491.8,-22.9,-0.04449193705070915
11230,2025-09-01,1029,520.74,535.75,15.01,0.028824365326266466
11231,2025-09-01,1030,433.73,458.62,24.89,0.05738593133977359
11232,2025-09-01,1031,607.81,589.02,-18.79,-0.03091426597127392
11233,2025-09-01,1032,480.18,493.04,12.86,0.02678162355783248
11234,2025-09-01,1033,589.86,561.44,-28.42,-0.048180924287118974
11235,2025-09-01,1034,517.69,518.17,0.48,0.0009271958121655817
11236,2025-09-01,1035,594.04,615.37,21.33,0.03590667295131641
11237,2025-09-01,1036,477.43,503.48,26.05,0.05456297258236809
11238,2025-09-01,1037,612.99,632.29,19.3,0.031485016068777634
11239,2025-09-01,1038,416.02,411.11,-4.91,-0.01180231719628864
11240,2025-09-01,1039,686.49,661.67,-24.82,-0.03615493306530321
11241,2025-09-01,1040,293.32,290.8,-2.52,-0.008591299604527479
11242,2025-09-01,1041,282.07,301.1,19.03,0.06746552274258164
11243,2025-09-01,1042,360.61,351.03,-9.58,-0.02656609633676271
11244,2025-09-01,1043,362.44,350.92,-11.52,-0.03178457123937755
11245,2025-09-01,1044,301.7,291.31,-10.39,-0.03443818362611866
11246,2025-09-01,1045,303.46,322.36,18.9,0.062281684571277925
11247,2025-09-01,1046,384.2,395.15,10.95,0.028500780843310775
11248,2025-09-01,1047,290.29,312.45,22.16,0.07633745564780048
11249,2025-09-01,1048,338.72,353.92,15.2,0.04487482286254133
11250,2025-09-01,1049,449.3,474.0,24.7,0.054974404629423546
11251,2025-09-01,1050,344.1,329.24,-14.86,-0.04318512060447544
11252,2025-09-01,1051,324.43,325.04,0.61,0.0018802206947569583
11253,2025-09-01,1052,329.93,343.24,13.31,0.040341890704088744
11254,2025-09-01,1053,415.08,437.39,22.31,0.053748674954225695
11255,2025-09-01,1054,358.66,384.08,25.42,0.07087492332571238
11256,2025-09-01,1055,334.22,350.74,16.52,0.04942852013643708
11257,2025-09-01,1056,293.64,283.75,-9.89,-0.033680697452663125
11258,2025-09-01,1057,331.66,318.77,-12.89,-0.03886510281613701
11259,2025-09-01,1058,294.78,290.93,-3.85,-0.013060587556822037
11260,2025-09-01,1059,319.17,311.43,-7.74,-0.02425039947363474
11261,2025-09-01,1060,78.96,84.08,5.12,0.06484295845997974
11262,2025-09-01,1061,158.36,161.52,3.16,0.019954533973225563
11263,2025-09-01,1062,121.21,119.51,-1.7,-0.014025245441795231
11264,2025-09-01,1063,94.37,100.86,6.49,0.06877185546254107
11265,2025-09-01,1064,99.38,98.23,-1.15,-0.011571744817870799
11266,2025-09-01,1065,100.4,101.1,0.7,0.0069721115537848604
11267,2025-09-01,1066,106.05,103.27,-2.78,-0.026214049976426214
11268,2025-09-01,1067,95.97,93.35,-2.62,-0.02730019797853496
11269,2025-09-01,1068,129.53,129.46,-0.07,-0.0005404153477958774
11270,2025-09-01,1069,118.4,120.69,2.29,0.019341216216216216
11271,2025-09-01,1070,140.54,150.79,10.25,0.07293297281912622
11272,2025-09-01,1071,103.11,98.99,-4.12,-0.039957327126369895
11273,2025-09-01,1072,139.66,140.93,1.27,0.009093512816840899
11274,2025-09-01,1073,99.12,102.39,3.27,0.032990314769975784
11275,2025-09-01,1074,107.47,110.84,3.37,0.031357588164138826
11276,2025-09-01,1075,163.03,156.45,-6.58,-0.040360669815371404
11277,2025-09-01,1076,120.87,125.77,4.9,0.04053942252006288
11278,2025-09-01,1077,161.59,173.78,12.19,0.0754378364997834
11279,2025-09-01,1078,117.21,125.33,8.12,0.06927736541250747
11280,2025-09-01,1079,97.84,103.1,5.26,0.05376124284546198
11281,2025-09-01,1080,642.2,631.99,-10.21,-0.015898473995639987
11282,2025-09-01,1081,530.95,551.1,20.15,0.03795084282889161
11283,2025-09-01,1082,584.25,559.89,-24.36,-0.04169448010269576
11284,2025-09-01,1083,639.39,628.59,-10.8,-0.016891099329048
11285,2025-09-01,1084,441.54,434.29,-7.25,-0.01641980341531911
11286,2025-09-01,1085,486.99,476.31,-10.68,-0.021930635125977947
11287,2025-09-01,1086,453.61,451.47,-2.14,-0.004717709045215053
11288,2025-09-01,1087,361.27,377.88,16.61,0.04597669333185706
11289,2025-09-01,1088,781.71,778.42,-3.29,-0.004208721904542605
11290,2025-09-01,1089,330.68,321.57,-9.11,-0.027549292367243256
11291,2025-09-01,1090,432.34,454.86,22.52,0.05208863394550585
11292,2025-09-01,1091,515.49,496.77,-18.72,-0.03631496246289938
11293,2025-09-01,1092,482.21,475.23,-6.98,-0.014475021256299122
11294,2025-09-01,1093,421.47,446.38,24.91,0.059102664483830405
11295,2025-09-01,1094,491.31,499.78,8.47,0.01723962467688425
11296,2025-09-01,1095,560.31,571.18,10.87,0.01939997501383163
11297,2025-09-01,1096,586.33,603.7,17.37,0.029624955229989938
11298,2025-09-01,1097,467.03,479.88,12.85,0.02751429244374023
11299,2025-09-01,1098,418.86,441.98,23.12,0.05519744067230101
11300,2025-09-01,1099,607.56,591.32,-16.24,-0.026729870300875633
11301,2025-09-01,1100,953.86,1001.2,47.34,0.04962992472689912
11302,2025-09-01,1101,929.45,921.81,-7.64,-0.008219915003496692
11303,2025-09-01,1102,1221.89,1223.82,1.93,0.0015795202514137933
11304,2025-09-01,1103,1242.05,1240.87,-1.18,-0.0009500422688297572
11305,2025-09-01,1104,993.46,944.76,-48.7,-0.04902059468926781
11306,2025-09-01,1105,1037.21,1045.65,8.44,0.0081372142574792
11307,2025-09-01,1106,1009.4,994.95,-14.45,-0.014315434911828809
11308,2025-09-01,1107,971.32,939.32,-32.0,-0.03294485854301363
11309,2025-09-01,1108,1074.28,1143.42,69.14,0.06435938489034516
11310,2025-09-01,1109,1086.26,1039.28,-46.98,-0.04324931416051406
11311,2025-09-01,1110,887.85,950.92,63.07,0.07103677422988118
11312,2025-09-01,1111,1278.64,1365.68,87.04,0.06807232684727522
11313,2025-09-01,1112,891.02,934.64,43.62,0.048955130075643644
11314,2025-09-01,1113,1020.49,1094.25,73.76,0.07227900322394144
