activity_id,date_id,activity_date,customer_id,sales_rep_id,activity_type,activity_minutes,sentiment_score,customer_health_score,customer_health_band
26699,20240406,2024-04-06,197,42,Email,46,0.397,72.9,Neutral
26700,20250618,2025-06-18,274,44,Business Review,47,1.0,84.2,Healthy
26701,20210129,2021-01-29,130,41,Visit,56,0.239,70.8,Neutral
26702,20250330,2025-03-30,1173,61,Email,70,1.0,67.9,Neutral
26703,20250523,2025-05-23,438,82,Demo,9,1.0,85.8,Healthy
26704,20230629,2023-06-29,523,34,Business Review,72,-0.331,60.8,Neutral
26705,20250909,2025-09-09,862,41,Call,12,0.338,60.8,Neutral
26706,20220828,2022-08-28,998,65,Email,21,0.293,75.4,Healthy
26707,20241011,2024-10-11,1081,63,Email,62,0.039,64.3,Neutral
26708,20240802,2024-08-02,465,61,Email,40,0.966,85.0,Healthy
26709,20210504,2021-05-04,265,23,Call,5,-1.0,54.3,Neutral
26710,20231022,2023-10-22,541,17,Call,37,0.371,77.5,Healthy
26711,20241009,2024-10-09,307,37,Email,15,-0.037,74.1,Neutral
26712,20241211,2024-12-11,589,12,Email,52,0.04,73.3,Neutral
26713,20240909,2024-09-09,967,56,Visit,28,1.0,84.8,Healthy
26714,20210522,2021-05-22,992,12,Email,34,0.877,79.2,Healthy
26715,20251008,2025-10-08,979,37,Email,50,-0.093,58.6,Neutral
26716,20230123,2023-01-23,548,19,Email,14,0.991,88.7,Healthy
26717,20240430,2024-04-30,127,74,Call,46,-0.74,44.9,At Risk
26718,20231202,2023-12-02,672,39,Demo,40,0.45,72.3,Neutral
26719,20241212,2024-12-12,281,51,Email,19,0.47,68.0,Neutral
26720,20251111,2025-11-11,824,20,Email,32,0.91,83.2,Healthy
26721,20250831,2025-08-31,564,51,Email,43,0.752,60.5,Neutral
26722,20210504,2021-05-04,485,50,Call,25,0.734,82.5,Healthy
26723,20251227,2025-12-27,619,58,Business Review,42,0.016,69.1,Neutral
26724,20250705,2025-07-05,913,47,Demo,21,0.262,57.2,Neutral
26725,20230724,2023-07-24,482,67,Email,17,0.354,67.4,Neutral
26726,20240130,2024-01-30,67,61,Call,47,-0.435,54.5,Neutral
26727,20221018,2022-10-18,476,82,Demo,13,0.35,70.9,Neutral
26728,20231109,2023-11-09,1170,18,Visit,38,-1.0,40.1,At Risk
26729,20250630,2025-06-30,845,54,Visit,57,0.671,74.9,Neutral
26730,20250120,2025-01-20,353,37,Call,52,-0.385,50.0,Neutral
26731,20230418,2023-04-18,254,67,Demo,31,-0.406,56.1,Neutral
26732,20240827,2024-08-27,765,28,Call,34,0.079,58.3,Neutral
26733,20221002,2022-10-02,982,64,Call,46,-0.316,68.8,Neutral
26734,20210223,2021-02-23,306,61,Call,53,-0.285,63.9,Neutral
26735,20241004,2024-10-04,1125,14,Email,49,-0.782,55.3,Neutral
26736,20230111,2023-01-11,1032,14,Email,20,0.228,65.0,Neutral
26737,20250717,2025-07-17,832,18,Email,22,-0.54,70.3,Neutral
26738,20250514,2025-05-14,175,65,Email,19,0.959,65.0,Neutral
26739,20240603,2024-06-03,1035,20,Email,11,0.643,85.5,Healthy
26740,20250420,2025-04-20,848,69,Call,46,-0.675,51.2,Neutral
26741,20251107,2025-11-07,14,52,Visit,39,0.312,67.3,Neutral
26742,20221231,2022-12-31,87,64,Email,23,0.918,78.0,Healthy
26743,20231214,2023-12-14,761,42,Call,23,0.093,66.9,Neutral
26744,20221014,2022-10-14,409,30,Email,5,-0.376,62.9,Neutral
26745,20241118,2024-11-18,1167,67,Email,67,-0.683,58.3,Neutral
26746,20241221,2024-12-21,555,59,Call,33,0.197,73.9,Neutral
26747,20211120,2021-11-20,37,4,Call,18,0.377,52.5,Neutral
26748,20250409,2025-04-09,338,58,Call,26,0.029,59.8,Neutral
26749,20230717,2023-07-17,1066,75,Call,5,0.04,67.2,Neutral
26750,20240427,2024-04-27,1116,29,Email,5,0.516,75.0,Healthy
26751,20211019,2021-10-19,545,61,Email,55,0.349,62.5,Neutral
26752,20220222,2022-02-22,871,64,Visit,38,-0.613,50.5,Neutral
26753,20231229,2023-12-29,41,61,Email,34,-0.031,55.5,Neutral
26754,20220624,2022-06-24,129,82,Business Review,64,1.0,84.4,Healthy
26755,20240509,2024-05-09,334,42,Call,49,0.49,77.8,Healthy
26756,20250925,2025-09-25,517,43,Demo,23,0.665,66.6,Neutral
26757,20221212,2022-12-12,629,27,Visit,14,-0.54,61.9,Neutral
26758,20230712,2023-07-12,132,70,Email,28,0.076,64.1,Neutral
26759,20230328,2023-03-28,400,67,Business Review,47,-0.571,63.3,Neutral
26760,20211203,2021-12-03,829,50,Email,51,0.3,84.8,Healthy
26761,20250425,2025-04-25,564,15,Training,20,0.512,54.1,Neutral
26762,20221210,2022-12-10,13,42,Email,16,0.852,97.0,Healthy
26763,20240928,2024-09-28,863,79,Email,35,-0.264,50.1,Neutral
26764,20231210,2023-12-10,761,69,Email,24,1.0,95.9,Healthy
26765,20210611,2021-06-11,601,63,Call,20,0.463,78.2,Healthy
26766,20220818,2022-08-18,284,36,Visit,57,0.479,67.9,Neutral
26767,20230620,2023-06-20,14,41,Call,5,0.116,59.2,Neutral
26768,20251225,2025-12-25,102,64,Email,72,1.0,76.2,Healthy
26769,20251109,2025-11-09,588,7,Call,63,-0.122,66.7,Neutral
26770,20220902,2022-09-02,565,62,Email,8,0.33,81.6,Healthy
26771,20240822,2024-08-22,720,79,Call,58,-0.147,57.7,Neutral
26772,20250206,2025-02-06,432,26,Email,39,-0.363,64.4,Neutral
26773,20240325,2024-03-25,758,51,Call,77,0.321,67.4,Neutral
26774,20240730,2024-07-30,417,80,Email,5,-0.227,52.9,Neutral
26775,20240314,2024-03-14,608,63,Call,39,0.888,69.6,Neutral
26776,20250131,2025-01-31,1083,9,Email,30,-0.121,65.1,Neutral
26777,20230508,2023-05-08,1083,18,Email,15,-1.0,42.5,At Risk
26778,20220529,2022-05-29,451,16,Demo,43,-0.383,58.6,Neutral
26779,20240104,2024-01-04,1119,34,Call,49,0.257,53.9,Neutral
26780,20231207,2023-12-07,928,14,Email,7,0.691,71.6,Neutral
26781,20230413,2023-04-13,1158,80,Demo,43,0.267,72.1,Neutral
26782,20240314,2024-03-14,485,42,Email,41,-0.043,73.5,Neutral
26783,20241203,2024-12-03,192,42,Call,13,1.0,80.0,Healthy
26784,20230223,2023-02-23,1165,59,Training,17,0.207,73.4,Neutral
26785,20240718,2024-07-18,1017,37,Email,5,-0.657,45.2,At Risk
26786,20230919,2023-09-19,842,2,Call,25,-0.684,57.4,Neutral
26787,20250411,2025-04-11,1055,30,Visit,42,0.856,73.7,Neutral
26788,20210413,2021-04-13,552,21,Email,38,0.688,83.7,Healthy
26789,20230517,2023-05-17,70,39,Email,49,-0.106,73.1,Neutral
26790,20240601,2024-06-01,192,64,Email,71,1.0,92.7,Healthy
26791,20241005,2024-10-05,67,14,Demo,52,-0.634,36.9,At Risk
26792,20230306,2023-03-06,1067,14,Call,31,-0.735,58.5,Neutral
26793,20250704,2025-07-04,67,22,Email,16,-0.41,48.6,At Risk
26794,20230629,2023-06-29,415,65,Visit,29,-0.134,65.5,Neutral
26795,20250118,2025-01-18,289,29,Visit,47,1.0,88.0,Healthy
26796,20220430,2022-04-30,813,72,Email,14,0.187,67.2,Neutral
26797,20240530,2024-05-30,1120,22,Visit,53,0.064,60.6,Neutral
26798,20240506,2024-05-06,878,35,Demo,5,-0.16,49.5,At Risk
26799,20250328,2025-03-28,1126,44,Call,49,-0.629,49.9,At Risk
26800,20240224,2024-02-24,124,52,Training,27,-0.299,61.1,Neutral
26801,20220212,2022-02-12,485,69,Email,49,0.382,61.5,Neutral
26802,20221229,2022-12-29,547,41,Visit,5,0.323,72.3,Neutral
26803,20230510,2023-05-10,1064,10,Visit,54,0.279,74.2,Neutral
26804,20240809,2024-08-09,46,17,Call,32,-1.0,50.2,Neutral
26805,20250713,2025-07-13,403,70,Demo,20,0.033,59.3,Neutral
26806,20220818,2022-08-18,1184,47,Call,52,0.376,72.8,Neutral
26807,20211126,2021-11-26,244,73,Email,23,0.256,68.8,Neutral
26808,20240617,2024-06-17,1126,76,Call,45,0.296,60.8,Neutral
26809,20240110,2024-01-10,395,64,Visit,47,0.201,76.3,Healthy
26810,20240424,2024-04-24,1189,21,Email,31,-0.392,45.4,At Risk
26811,20230124,2023-01-24,1088,11,Business Review,39,-0.897,56.7,Neutral
26812,20230909,2023-09-09,541,17,Call,37,-0.084,65.7,Neutral
26813,20230806,2023-08-06,870,80,Call,42,0.643,75.4,Healthy
26814,20250421,2025-04-21,790,68,Call,41,0.141,69.7,Neutral
26815,20240601,2024-06-01,1102,23,Email,8,-1.0,62.2,Neutral
26816,20220406,2022-04-06,1137,63,Visit,19,0.45,73.7,Neutral
26817,20220720,2022-07-20,274,65,Email,36,0.26,69.7,Neutral
26818,20250205,2025-02-05,386,28,Email,6,-0.15,64.5,Neutral
26819,20250307,2025-03-07,692,38,Visit,72,1.0,84.4,Healthy
26820,20250711,2025-07-11,1076,32,Call,19,0.09,62.5,Neutral
26821,20220714,2022-07-14,1158,22,Call,31,0.562,67.5,Neutral
26822,20220319,2022-03-19,584,17,Call,5,0.706,69.7,Neutral
26823,20251228,2025-12-28,909,74,Demo,5,-0.343,59.4,Neutral
26824,20221030,2022-10-30,473,80,Visit,16,0.029,67.1,Neutral
26825,20230226,2023-02-26,615,59,Email,54,0.733,73.7,Neutral
26826,20221024,2022-10-24,666,41,Email,34,0.458,80.3,Healthy
26827,20211015,2021-10-15,882,72,Email,10,1.0,76.6,Healthy
26828,20250120,2025-01-20,955,48,Demo,65,-0.794,55.5,Neutral
26829,20251004,2025-10-04,482,16,Demo,5,0.347,71.1,Neutral
26830,20221001,2022-10-01,1128,43,Call,41,-0.657,52.0,Neutral
26831,20210625,2021-06-25,916,61,Email,55,-0.277,64.3,Neutral
26832,20230425,2023-04-25,353,37,Email,36,1.0,73.7,Neutral
26833,20250904,2025-09-04,644,44,Call,40,-0.396,44.1,At Risk
26834,20250109,2025-01-09,465,22,Email,21,0.515,71.7,Neutral
26835,20240129,2024-01-29,1167,52,Demo,52,-0.41,61.4,Neutral
26836,20210711,2021-07-11,700,56,Call,15,0.28,63.9,Neutral
26837,20240627,2024-06-27,872,80,Email,5,-0.336,56.6,Neutral
26838,20221122,2022-11-22,385,84,Business Review,24,0.396,62.3,Neutral
26839,20240611,2024-06-11,467,31,Demo,5,0.105,55.7,Neutral
26840,20251022,2025-10-22,585,11,Call,30,-1.0,59.3,Neutral
26841,20250918,2025-09-18,539,61,Email,37,-0.075,70.9,Neutral
26842,20241102,2024-11-02,886,35,Call,11,-0.629,67.6,Neutral
26843,20251107,2025-11-07,338,76,Visit,49,-0.559,40.9,At Risk
26844,20250314,2025-03-14,638,11,Email,39,0.534,79.8,Healthy
26845,20251110,2025-11-10,1034,40,Email,22,-0.412,43.9,At Risk
26846,20240822,2024-08-22,409,8,Email,49,-0.773,56.5,Neutral
26847,20231128,2023-11-28,268,17,Email,9,-0.585,53.4,Neutral
26848,20230917,2023-09-17,534,40,Email,5,-0.787,38.2,At Risk
26849,20230330,2023-03-30,61,51,Business Review,21,-0.315,54.2,Neutral
26850,20251101,2025-11-01,763,14,Call,26,-0.735,51.0,Neutral
26851,20240411,2024-04-11,237,2,Training,39,-0.403,52.9,Neutral
26852,20230702,2023-07-02,68,30,Email,5,-0.916,48.2,At Risk
26853,20220526,2022-05-26,70,79,Email,22,0.533,69.1,Neutral
26854,20241228,2024-12-28,538,19,Call,57,-0.54,50.5,Neutral
26855,20241211,2024-12-11,1156,35,Call,18,0.407,65.8,Neutral
26856,20250515,2025-05-15,846,28,Email,15,-0.315,62.9,Neutral
26857,20240705,2024-07-05,379,46,Visit,40,-0.38,59.7,Neutral
26858,20220510,2022-05-10,37,16,Call,23,1.0,70.5,Neutral
26859,20251111,2025-11-11,1156,48,Call,19,0.856,79.8,Healthy
26860,20220919,2022-09-19,258,78,Call,71,-0.377,57.3,Neutral
26861,20211108,2021-11-08,1061,12,Visit,34,0.417,61.9,Neutral
26862,20220707,2022-07-07,465,22,Visit,20,-0.99,54.2,Neutral
26863,20231228,2023-12-28,266,7,Demo,34,0.234,69.1,Neutral
26864,20240324,2024-03-24,312,70,Demo,36,0.504,76.8,Healthy
26865,20240523,2024-05-23,655,64,Email,40,-0.54,45.2,At Risk
26866,20240222,2024-02-22,812,6,Call,33,0.5,81.6,Healthy
26867,20210914,2021-09-14,471,70,Call,23,-0.306,57.6,Neutral
26868,20250915,2025-09-15,948,34,Business Review,22,-0.416,38.3,At Risk
26869,20240127,2024-01-27,800,44,Call,27,-0.223,63.4,Neutral
26870,20231012,2023-10-12,136,70,Call,35,0.814,73.1,Neutral
26871,20230511,2023-05-11,130,41,Call,46,-0.265,58.6,Neutral
26872,20220216,2022-02-16,37,84,Email,26,1.0,95.4,Healthy
26873,20240317,2024-03-17,501,16,Demo,54,-0.678,63.4,Neutral
26874,20241031,2024-10-31,849,76,Call,17,0.524,81.5,Healthy
26875,20230519,2023-05-19,845,54,Call,25,-0.213,59.4,Neutral
26876,20240330,2024-03-30,595,83,Call,30,0.102,61.5,Neutral
26877,20250910,2025-09-10,472,46,Call,54,-0.092,59.2,Neutral
26878,20240510,2024-05-10,225,66,Call,5,-0.535,56.5,Neutral
26879,20230608,2023-06-08,988,38,Demo,40,0.992,90.6,Healthy
26880,20230302,2023-03-02,465,46,Email,28,0.296,68.8,Neutral
26881,20241113,2024-11-13,446,28,Email,21,-0.121,57.0,Neutral
26882,20220907,2022-09-07,693,21,Email,38,-0.386,72.7,Neutral
26883,20230206,2023-02-06,853,48,Email,24,0.333,62.0,Neutral
26884,20220905,2022-09-05,419,53,Business Review,29,-0.865,52.1,Neutral
26885,20211210,2021-12-10,1128,1,Email,10,-0.116,62.1,Neutral
26886,20210629,2021-06-29,591,65,Call,22,-0.699,76.2,Healthy
26887,20240311,2024-03-11,1045,82,Email,64,-0.116,66.5,Neutral
26888,20250127,2025-01-27,34,17,Email,19,0.73,70.4,Neutral
26889,20221020,2022-10-20,890,77,Call,41,-0.356,64.4,Neutral
26890,20230411,2023-04-11,824,20,Demo,34,-0.167,66.5,Neutral
26891,20240617,2024-06-17,608,8,Email,37,1.0,73.9,Neutral
26892,20250601,2025-06-01,564,5,Call,30,0.255,63.4,Neutral
26893,20250526,2025-05-26,154,64,Email,81,0.169,67.9,Neutral
26894,20240110,2024-01-10,179,68,Email,60,0.357,69.1,Neutral
26895,20250921,2025-09-21,1069,14,Training,34,1.0,81.1,Healthy
26896,20220831,2022-08-31,932,27,Email,26,0.34,67.6,Neutral
26897,20250516,2025-05-16,1125,61,Email,42,1.0,88.3,Healthy
26898,20230814,2023-08-14,61,13,Visit,5,-0.292,53.5,Neutral
26899,20230216,2023-02-16,369,83,Demo,36,-0.492,58.6,Neutral
26900,20250116,2025-01-16,66,15,Training,5,-0.821,48.8,At Risk
26901,20241225,2024-12-25,64,27,Demo,39,0.81,77.5,Healthy
26902,20250801,2025-08-01,703,50,Business Review,5,0.494,56.1,Neutral
26903,20251205,2025-12-05,684,27,Call,5,0.185,91.3,Healthy
26904,20230721,2023-07-21,1081,63,Email,38,-0.041,69.2,Neutral
26905,20240503,2024-05-03,202,20,Email,18,-0.758,40.1,At Risk
26906,20241028,2024-10-28,704,34,Visit,39,0.091,56.3,Neutral
26907,20240225,2024-02-25,230,78,Email,33,0.306,73.1,Neutral
26908,20250127,2025-01-27,1041,85,Email,25,-0.496,44.1,At Risk
26909,20210619,2021-06-19,39,51,Email,53,0.196,59.5,Neutral
26910,20251220,2025-12-20,304,54,Call,13,0.338,80.1,Healthy
26911,20240306,2024-03-06,941,17,Training,46,0.178,62.7,Neutral
26912,20230105,2023-01-05,346,75,Call,78,-0.603,64.7,Neutral
26913,20251003,2025-10-03,565,72,Visit,32,-0.367,51.3,Neutral
26914,20210616,2021-06-16,155,3,Business Review,30,-0.024,49.0,At Risk
26915,20230825,2023-08-25,982,37,Visit,5,-1.0,44.0,At Risk
26916,20240512,2024-05-12,712,18,Email,65,-0.501,47.9,At Risk
26917,20250130,2025-01-30,1199,68,Call,46,0.452,67.7,Neutral
26918,20240830,2024-08-30,543,40,Training,51,-0.28,66.7,Neutral
26919,20251118,2025-11-18,568,12,Visit,35,-0.675,55.3,Neutral
26920,20250119,2025-01-19,112,38,Call,25,-0.35,78.3,Healthy
26921,20210205,2021-02-05,1079,58,Call,5,-0.577,58.8,Neutral
26922,20230624,2023-06-24,859,57,Call,57,0.309,87.7,Healthy
26923,20250322,2025-03-22,191,18,Call,33,1.0,82.2,Healthy
26924,20230707,2023-07-07,179,22,Call,36,0.497,70.7,Neutral
26925,20230924,2023-09-24,173,49,Email,70,-1.0,36.3,At Risk
26926,20220717,2022-07-17,851,23,Training,11,-0.385,62.2,Neutral
26927,20240807,2024-08-07,867,53,Email,60,-0.093,60.0,Neutral
26928,20230607,2023-06-07,355,50,Email,20,-0.57,55.6,Neutral
26929,20240329,2024-03-29,779,40,Email,62,0.405,77.6,Healthy
26930,20230318,2023-03-18,524,62,Demo,8,0.45,63.6,Neutral
26931,20241022,2024-10-22,597,46,Call,34,0.754,80.1,Healthy
26932,20230202,2023-02-02,928,46,Call,26,0.32,72.0,Neutral
26933,20231203,2023-12-03,470,67,Call,21,0.416,59.8,Neutral
26934,20250406,2025-04-06,977,22,Email,20,-0.254,51.6,Neutral
26935,20251218,2025-12-18,89,25,Call,51,-0.274,57.2,Neutral
26936,20240308,2024-03-08,1166,31,Email,93,-0.397,57.4,Neutral
26937,20231109,2023-11-09,873,19,Email,32,0.47,74.0,Neutral
26938,20250917,2025-09-17,702,60,Visit,48,0.246,74.2,Neutral
26939,20211125,2021-11-25,250,21,Call,43,-0.595,52.9,Neutral
26940,20240608,2024-06-08,734,65,Email,37,0.803,74.8,Neutral
26941,20231009,2023-10-09,724,41,Call,5,-0.509,65.0,Neutral
26942,20210908,2021-09-08,1070,40,Demo,14,0.526,68.1,Neutral
26943,20230101,2023-01-01,113,21,Visit,39,0.813,80.8,Healthy
26944,20220605,2022-06-05,960,61,Call,59,0.806,81.4,Healthy
26945,20230307,2023-03-07,250,41,Email,56,-0.686,50.0,Neutral
26946,20231126,2023-11-26,664,76,Email,13,-0.565,44.1,At Risk
26947,20240624,2024-06-24,1034,39,Call,38,0.321,64.1,Neutral
26948,20250803,2025-08-03,1010,50,Demo,30,0.185,65.7,Neutral
26949,20240416,2024-04-16,1129,85,Demo,25,-0.249,58.1,Neutral
26950,20210919,2021-09-19,1042,59,Call,35,0.295,80.1,Healthy
26951,20211209,2021-12-09,794,80,Demo,28,-0.565,45.3,At Risk
26952,20230823,2023-08-23,208,64,Email,30,-0.772,60.0,Neutral
26953,20240803,2024-08-03,1175,31,Business Review,56,-0.399,54.4,Neutral
26954,20231006,2023-10-06,1195,82,Email,46,0.49,73.9,Neutral
26955,20250420,2025-04-20,268,57,Visit,14,0.276,65.9,Neutral
26956,20250529,2025-05-29,149,28,Call,5,-0.128,86.4,Healthy
26957,20240714,2024-07-14,144,68,Call,43,0.301,53.8,Neutral
26958,20250523,2025-05-23,952,71,Email,41,-0.587,51.6,Neutral
26959,20231231,2023-12-31,683,5,Email,33,0.411,75.6,Healthy
26960,20221108,2022-11-08,1079,39,Call,38,-0.597,64.8,Neutral
26961,20250707,2025-07-07,100,19,Call,53,0.641,84.7,Healthy
26962,20211125,2021-11-25,527,3,Call,32,-0.05,64.3,Neutral
26963,20240116,2024-01-16,551,77,Call,28,0.624,68.4,Neutral
26964,20220715,2022-07-15,73,2,Email,15,0.686,74.9,Neutral
26965,20210701,2021-07-01,819,16,Call,47,0.625,75.1,Healthy
26966,20230718,2023-07-18,718,72,Email,55,0.817,70.0,Neutral
26967,20250127,2025-01-27,338,7,Email,11,1.0,77.1,Healthy
26968,20221002,2022-10-02,663,32,Call,46,-0.067,74.6,Neutral
26969,20240407,2024-04-07,405,85,Visit,15,0.347,73.1,Neutral
26970,20230417,2023-04-17,853,35,Business Review,7,0.116,63.1,Neutral
26971,20220902,2022-09-02,32,42,Call,75,0.189,65.8,Neutral
26972,20240509,2024-05-09,360,53,Email,43,-0.349,57.9,Neutral
26973,20211214,2021-12-14,608,30,Demo,38,0.519,73.5,Neutral
26974,20230905,2023-09-05,758,13,Email,42,0.536,97.9,Healthy
26975,20220117,2022-01-17,1143,36,Visit,23,0.121,60.1,Neutral
26976,20240817,2024-08-17,779,58,Call,12,0.441,87.9,Healthy
26977,20240712,2024-07-12,159,28,Demo,58,0.931,76.5,Healthy
26978,20250418,2025-04-18,114,51,Training,59,1.0,83.3,Healthy
26979,20250614,2025-06-14,1190,85,Email,20,0.966,86.9,Healthy
26980,20220618,2022-06-18,735,82,Call,36,0.849,86.6,Healthy
26981,20210413,2021-04-13,629,34,Call,26,0.367,71.6,Neutral
26982,20240326,2024-03-26,1079,58,Email,55,-1.0,47.7,At Risk
26983,20220805,2022-08-05,659,18,Demo,5,0.102,61.8,Neutral
26984,20241012,2024-10-12,608,38,Visit,31,0.693,80.2,Healthy
26985,20220703,2022-07-03,323,64,Training,7,-0.305,67.8,Neutral
26986,20211126,2021-11-26,909,51,Email,29,-0.913,45.8,At Risk
26987,20220227,2022-02-27,113,67,Business Review,52,0.452,71.4,Neutral
26988,20240413,2024-04-13,888,14,Email,43,0.352,51.9,Neutral
26989,20240121,2024-01-21,1085,70,Visit,35,-0.434,64.6,Neutral
26990,20240114,2024-01-14,75,12,Email,33,-0.309,57.7,Neutral
26991,20230621,2023-06-21,873,62,Call,35,1.0,76.3,Healthy
26992,20211130,2021-11-30,85,64,Call,28,0.17,66.8,Neutral
26993,20230512,2023-05-12,533,40,Call,8,-0.458,59.1,Neutral
26994,20241017,2024-10-17,387,31,Call,6,-0.642,55.9,Neutral
26995,20241111,2024-11-11,159,28,Call,40,0.418,59.3,Neutral
26996,20230203,2023-02-03,1167,21,Call,25,0.377,65.9,Neutral
26997,20210913,2021-09-13,401,72,Email,22,-0.196,53.1,Neutral
26998,20241203,2024-12-03,1170,25,Call,22,0.025,71.7,Neutral
26999,20230911,2023-09-11,960,61,Email,46,0.692,75.1,Healthy
27000,20240515,2024-05-15,108,54,Call,5,-0.068,62.6,Neutral
27001,20250330,2025-03-30,924,34,Call,68,0.451,75.8,Healthy
27002,20241030,2024-10-30,605,70,Call,41,0.204,65.9,Neutral
27003,20240114,2024-01-14,136,68,Call,54,-0.106,63.6,Neutral
27004,20250905,2025-09-05,540,11,Call,58,-0.302,73.4,Neutral
27005,20230207,2023-02-07,875,5,Email,11,0.23,72.7,Neutral
27006,20230406,2023-04-06,522,10,Business Review,55,1.0,67.0,Neutral
27007,20231226,2023-12-26,788,57,Visit,32,-0.65,69.9,Neutral
27008,20240803,2024-08-03,947,21,Email,27,-0.248,62.7,Neutral
27009,20210330,2021-03-30,926,50,Call,22,0.151,75.6,Healthy
27010,20210524,2021-05-24,859,57,Call,23,-0.124,67.5,Neutral
27011,20250917,2025-09-17,546,21,Business Review,30,-0.601,42.4,At Risk
27012,20230323,2023-03-23,67,80,Call,35,-0.97,61.1,Neutral
27013,20220719,2022-07-19,126,82,Email,30,0.445,77.4,Healthy
27014,20221011,2022-10-11,1091,51,Visit,35,-0.644,58.0,Neutral
27015,20221022,2022-10-22,239,7,Call,19,-0.392,50.5,Neutral
27016,20210813,2021-08-13,316,24,Visit,5,0.616,82.2,Healthy
27017,20221024,2022-10-24,473,68,Call,15,0.596,73.1,Neutral
27018,20250315,2025-03-15,899,63,Call,5,0.205,77.8,Healthy
27019,20241103,2024-11-03,620,6,Call,14,0.038,63.4,Neutral
27020,20230626,2023-06-26,1189,41,Visit,33,0.237,65.9,Neutral
27021,20220417,2022-04-17,6,14,Call,31,0.55,75.4,Healthy
27022,20241129,2024-11-29,734,58,Email,37,0.076,65.2,Neutral
27023,20250711,2025-07-11,727,76,Visit,39,0.619,71.3,Neutral
27024,20230730,2023-07-30,545,75,Email,64,-0.161,76.5,Healthy
27025,20250503,2025-05-03,353,42,Business Review,36,-0.368,63.2,Neutral
27026,20250125,2025-01-25,402,82,Call,30,0.15,62.5,Neutral
27027,20210514,2021-05-14,985,77,Email,24,-0.258,60.4,Neutral
27028,20230508,2023-05-08,83,53,Visit,5,-0.194,62.5,Neutral
27029,20250124,2025-01-24,672,79,Email,49,-0.007,60.9,Neutral
27030,20251003,2025-10-03,981,16,Demo,63,-0.548,64.7,Neutral
27031,20221207,2022-12-07,585,82,Email,34,1.0,68.5,Neutral
27032,20250114,2025-01-14,653,53,Call,14,-0.093,68.9,Neutral
27033,20211023,2021-10-23,346,22,Demo,36,-0.1,65.2,Neutral
27034,20250224,2025-02-24,494,37,Call,42,-0.402,56.1,Neutral
27035,20250926,2025-09-26,1177,84,Call,35,0.946,75.1,Healthy
27036,20230205,2023-02-05,59,3,Email,21,-0.123,68.7,Neutral
27037,20230501,2023-05-01,21,82,Training,47,0.644,82.4,Healthy
27038,20240209,2024-02-09,279,69,Email,57,-0.42,54.9,Neutral
27039,20221204,2022-12-04,225,38,Call,31,-0.464,61.5,Neutral
27040,20231025,2023-10-25,1139,15,Demo,5,0.788,70.4,Neutral
27041,20241104,2024-11-04,692,35,Call,5,0.119,46.9,At Risk
27042,20230613,2023-06-13,465,14,Email,20,0.889,88.3,Healthy
27043,20240619,2024-06-19,186,19,Call,26,-0.104,54.2,Neutral
27044,20240110,2024-01-10,1040,50,Email,45,0.503,88.5,Healthy
27045,20250731,2025-07-31,332,14,Email,11,0.136,75.0,Healthy
27046,20251225,2025-12-25,418,82,Call,44,-0.131,64.2,Neutral
27047,20241010,2024-10-10,179,75,Call,38,1.0,88.2,Healthy
27048,20210517,2021-05-17,685,49,Email,65,0.503,80.6,Healthy
27049,20230805,2023-08-05,61,51,Visit,44,-0.623,48.2,At Risk
27050,20250114,2025-01-14,1038,42,Training,5,-0.552,61.3,Neutral
27051,20250224,2025-02-24,18,27,Call,52,0.746,86.8,Healthy
27052,20250521,2025-05-21,465,46,Email,5,-0.554,62.0,Neutral
27053,20240622,2024-06-22,299,9,Training,48,-0.936,48.4,At Risk
27054,20240507,2024-05-07,52,80,Email,15,0.214,59.7,Neutral
27055,20250903,2025-09-03,846,11,Training,7,-0.124,63.4,Neutral
27056,20240905,2024-09-05,55,75,Visit,75,0.133,63.0,Neutral
27057,20250116,2025-01-16,1077,29,Business Review,25,-0.314,64.0,Neutral
27058,20250906,2025-09-06,1080,79,Training,41,0.034,67.5,Neutral
27059,20231115,2023-11-15,435,2,Email,22,-0.097,60.6,Neutral
27060,20250916,2025-09-16,101,59,Call,44,1.0,74.5,Neutral
27061,20250104,2025-01-04,878,66,Call,65,0.286,77.3,Healthy
27062,20230811,2023-08-11,656,28,Email,44,0.501,70.3,Neutral
27063,20240809,2024-08-09,1133,16,Call,42,-0.365,56.2,Neutral
27064,20251013,2025-10-13,465,61,Training,10,0.241,76.5,Healthy
27065,20210403,2021-04-03,882,19,Email,59,0.384,71.6,Neutral
27066,20230105,2023-01-05,612,2,Email,33,0.353,73.7,Neutral
27067,20251008,2025-10-08,130,4,Email,81,0.29,78.8,Healthy
27068,20241001,2024-10-01,878,8,Visit,65,-0.46,59.6,Neutral
27069,20251130,2025-11-30,227,42,Call,27,0.129,58.7,Neutral
27070,20240319,2024-03-19,568,82,Call,8,1.0,72.3,Neutral
27071,20240811,2024-08-11,1195,11,Demo,58,0.651,73.2,Neutral
27072,20230331,2023-03-31,693,71,Email,40,-0.428,57.9,Neutral
27073,20250719,2025-07-19,718,19,Call,57,0.558,77.5,Healthy
27074,20220806,2022-08-06,575,4,Email,58,1.0,75.0,Healthy
27075,20221021,2022-10-21,982,53,Business Review,43,0.267,66.5,Neutral
