alert_queue_rank,product_id,year_month,region_id,region,target_month,next_month_risk_label,split,split_row_number,model_scope,actual_risk_label_num,actual_risk_label,predicted_risk_label_num,predicted_risk_label,prob_low_risk,prob_medium_risk,high_risk_probability,high_risk_probability_pct,risk_score,risk_score_0_10,selected_high_risk_threshold,is_any_risk_alert,is_high_risk_alert,is_false_alarm,is_missed_high_risk,product_line,product_category,product_name,lifecycle_stage,units_sold,revenue,unique_customers,avg_discount_pct,market_demand_index,competitor_pressure_index,stockout_flag,backorder_units,campaign_flag,website_visits,demo_requests,estimated_gross_profit,estimated_gross_margin_pct,product_unit_share_category_region,unit_share_change_pct,risk_factor_under_trend,risk_factor_volatility,risk_factor_sales_drop,risk_factor_customer_drop,supply_pressure_score,customer_count_growth_pct,market_tailwind_score,high_competition_flag,margin_gap_vs_target,campaign_active_with_no_sales,commercial_pressure_score,demand_supply_mismatch_flag,revenue_at_risk_proxy,model_explained_class,model_explained_class_probability,model_explained_class_base_probability,model_high_risk_base_probability,model_driver_1,model_driver_1_contribution_pp,model_driver_1_direction,model_driver_2,model_driver_2_contribution_pp,model_driver_2_direction,model_driver_3,model_driver_3_contribution_pp,model_driver_3_direction,model_driver_4,model_driver_4_contribution_pp,model_driver_4_direction,model_driver_5,model_driver_5_contribution_pp,model_driver_5_direction,business_risk_indicators,risk_drivers,recommended_action,business_indicator_count,monitoring_priority,review_rank_within_split
950,1035,2025-12-01,8,Eastern EU,2026-01-01,,scoring,358,refit_model_current_scoring,,,1,Medium Risk,0.3081449048601695,0.6910454146057811,0.0008096805340495408,0.08096805340495408,0.1,3.4633238783694007,0.39,1,0,,,IT,Laptop Standard,Laptop Standard Model 16,Mature,134.0,83063.02,2.0,0.1709999999999999,,,0,0.0,False,346,4,11201.500000000016,0.1348554386777655,0.0971718636693255,0.7477979211989363,0,0,0,1,10.0,-0.3333333333333333,10.0,,-0.1051445613222344,0,17.0,,14120.7134,Medium Risk,0.6910454146057811,0.33333333333332965,0.3333333333333305,Customers Lag 1M,3.1594184198558093,increases predicted class probability,Unit Share Lag 1M,3.1161923472906654,increases predicted class probability,Units Lag 1M,2.9763319015453673,increases predicted class probability,Units Vs 6M Avg Pct,2.685144615678449,increases predicted class probability,Revenue Lag 1M,2.428052026803056,increases predicted class probability,Customer decline; Supply pressure; Declining customer base; Margin below target,Customer decline; Supply pressure; Declining customer base; Margin below target,Monitor next month and assign an owner if deterioration continues,4,2,1613
951,1007,2025-12-01,1,Western EU,2026-01-01,,scoring,70,refit_model_current_scoring,,,1,Medium Risk,0.31471454198996646,0.6844828926623355,0.0008025653476981028,0.08025653476981029,0.1,3.4304401167886587,0.39,1,0,,,IT,Laptop Pro,Laptop Pro Model 08,Mature,230.0,301256.96,7.0,0.1188571428571428,,,0,0.0,False,339,2,76464.16,0.2538170736370705,0.0734120651133099,4.420479935002756,0,0,0,0,10.0,2.5,10.0,,-0.0361829263629294,0,2.0,,6025.1392000000005,Medium Risk,0.6844828926623355,0.33333333333332965,0.3333333333333305,Customers Lag 1M,3.300427404694464,increases predicted class probability,Units Lag 1M,3.0546407904892563,increases predicted class probability,Units Vs 6M Avg Pct,2.968596482987636,increases predicted class probability,Unit Share Lag 1M,2.7508672891617802,increases predicted class probability,Customer Count Growth Pct,2.582532730073203,increases predicted class probability,Supply pressure,Supply pressure,Monitor next month and assign an owner if deterioration continues,1,2,1614
952,1161,2025-12-01,7,Eastern EU,2026-01-01,,scoring,1617,refit_model_current_scoring,,,1,Medium Risk,0.14338554464161563,0.8558644393838221,0.000750015974562135,0.0750015974562135,0.1,4.286822356664731,0.39,1,0,,,Accessories,Accessory Kit,Accessory Kit Model 02,Mature,225.0,9975.03,3.0,0.1406666666666667,160.35,58.9,0,0.0,False,196,3,538.5300000000007,0.053987807555466,0.2134724857685009,7.035714285714285,0,0,0,0,7.890000000000001,2.0,27.2255,0.0,-0.1660121924445339,0,1.5780000000000003,0.0,157.40597340000005,Medium Risk,0.8558644393838221,0.33333333333332965,0.3333333333333305,Units Lag 1M,3.4653140272413396,increases predicted class probability,Customers Lag 1M,3.2790387062942057,increases predicted class probability,Unit Share Lag 1M,3.2638019992283573,increases predicted class probability,Mom Units Growth Pct,2.686202392477966,increases predicted class probability,Customer Count Growth Pct,2.606876408785293,increases predicted class probability,Supply pressure; Margin below target,Supply pressure; Margin below target,Monitor next month and assign an owner if deterioration continues,2,2,1619
953,1118,2025-12-01,4,Southern EU,2026-01-01,,scoring,1184,refit_model_current_scoring,,,1,Medium Risk,0.19419743403918982,0.8050554849285287,0.00074708103228132,0.074708103228132,0.1,4.032748234965457,0.39,1,0,,,Accessories,Industrial Scanner,Industrial Scanner Model 19,Mature,217.0,238187.4,6.0,0.1138333333333333,,,0,0.0,True,2293,78,51864.69,0.2177474123316347,0.1174878180833784,0.4894423389279914,0,0,0,0,10.0,2.0,10.0,,-0.1222525876683653,0,2.0,,4763.748,Medium Risk,0.8050554849285287,0.33333333333332965,0.3333333333333305,Customers Lag 1M,3.310918544998746,increases predicted class probability,Units Lag 1M,3.2869768577796212,increases predicted class probability,Unit Share Lag 1M,3.2042925446265906,increases predicted class probability,Units Vs 6M Avg Pct,3.193934419055392,increases predicted class probability,Customer Share Category Region,2.624210424727798,increases predicted class probability,Supply pressure; Margin below target,Supply pressure; Margin below target,Monitor next month and assign an owner if deterioration continues,2,2,1622
954,1003,2025-12-01,8,Eastern EU,2026-01-01,,scoring,38,refit_model_current_scoring,,,1,Medium Risk,0.35657009515759563,0.6426921966398228,0.0007377082025812084,0.07377082025812084,0.1,3.220838065224926,0.39,1,0,,,IT,Laptop Pro,Laptop Pro Model 04,Mature,107.0,96939.64,2.0,0.1895,,,0,0.0,False,339,0,14455.479999999996,0.1491183585992272,0.0704410796576695,-0.3216784921854047,0,1,0,0,10.0,0.0,10.0,,-0.1408816414007727,0,2.0,,1938.7928,Medium Risk,0.6426921966398228,0.33333333333332965,0.3333333333333305,Customer Share Category Region,-5.512946523811104,decreases predicted class probability,Unit Share Lag 1M,4.3353086274004875,increases predicted class probability,Customers Lag 1M,3.810886692155176,increases predicted class probability,Units Lag 1M,3.615321300494872,increases predicted class probability,Revenue Lag 1M,3.347143172385947,increases predicted class probability,High sales volatility; Supply pressure; Losing category share; Margin below target,High sales volatility; Supply pressure; Losing category share; Margin below target,Monitor next month and assign an owner if deterioration continues,4,2,1624
955,1016,2025-12-01,7,Eastern EU,2026-01-01,,scoring,167,refit_model_current_scoring,,,1,Medium Risk,0.4326161735017015,0.5666464013774852,0.0007374251208129208,0.07374251208129208,0.1,2.840606258095556,0.39,1,0,,,IT,Laptop Pro,Laptop Pro Model 17,Mature,100.0,102384.84,1.0,0.091,,,0,0.0,False,363,0,31027.84,0.3030511157706551,0.1135073779795686,-0.3313948968326776,0,0,0,1,10.0,-0.5,10.0,,0.013051115770655,0,17.0,,17405.4228,Medium Risk,0.5666464013774852,0.33333333333332965,0.3333333333333305,Customer Share Category Region,-4.425980297256773,decreases predicted class probability,Unit Share Lag 1M,3.635412489974056,increases predicted class probability,Customers Lag 1M,3.351329897535751,increases predicted class probability,Units Lag 1M,3.1800267121583876,increases predicted class probability,Revenue Lag 1M,2.6953203285620324,increases predicted class probability,Customer decline; Supply pressure; Losing category share; Declining customer base,Customer decline; Supply pressure; Losing category share; Declining customer base,Monitor next month and assign an owner if deterioration continues,4,2,1625
956,1175,2025-12-01,2,Western EU,2026-01-01,,scoring,1752,refit_model_current_scoring,,,1,Medium Risk,0.17621218731427177,0.8230575652003094,0.0007302474854187474,0.07302474854187474,0.1,4.122590300855734,0.39,1,0,,,Accessories,Accessory Kit,Accessory Kit Model 16,Growth,225.0,13113.08,5.0,0.1486,153.71,63.21,0,0.0,False,274,1,3300.83,0.2517204196115634,0.1829268292682926,5.9840525328330205,0,0,0,0,8.244,0.25,27.58750000000001,0.0,0.0317204196115634,0,1.6488,0.0,216.20846304,Medium Risk,0.8230575652003094,0.33333333333332965,0.3333333333333305,Customers Lag 1M,3.5008583637806496,increases predicted class probability,Unit Share Lag 1M,3.1612988574564747,increases predicted class probability,Units Lag 1M,3.0719263016231144,increases predicted class probability,Customer Share Category Region,2.990140998979227,increases predicted class probability,Product Revenue Share Category Region,2.900963791195507,increases predicted class probability,Supply pressure,Supply pressure,Monitor next month and assign an owner if deterioration continues,1,2,1628
957,1177,2025-12-01,1,Western EU,2026-01-01,,scoring,1770,refit_model_current_scoring,,,1,Medium Risk,0.30120715215854926,0.6980637331193019,0.0007291147221486951,0.07291147221486952,0.1,3.4976098128179967,0.39,1,0,,,Accessories,Accessory Kit,Accessory Kit Model 18,Mature,349.0,23718.59,6.0,0.1505714285714285,180.0,63.01,0,0.0,False,296,1,4129.2199999999975,0.1740921361682965,0.0787632588580455,6.856130178405059,0,0,0,0,8.202,2.0,46.82900000000001,0.0,-0.0459078638317034,0,1.6404,0.0,389.0797503600001,Medium Risk,0.6980637331193019,0.33333333333332965,0.3333333333333305,Customers Lag 1M,3.4152310321786077,increases predicted class probability,Units Lag 1M,3.3466145615355,increases predicted class probability,Customer Count Growth Pct,2.6640123841328087,increases predicted class probability,Unit Share Lag 1M,2.3318557978879153,increases predicted class probability,Revenue Lag 1M,2.105983822054224,increases predicted class probability,Supply pressure,Supply pressure,Monitor next month and assign an owner if deterioration continues,1,2,1629
958,1152,2025-12-01,3,Southern EU,2026-01-01,,scoring,1523,refit_model_current_scoring,,,1,Medium Risk,0.35210545020093326,0.6471665191697259,0.0007280306293407034,0.07280306293407034,0.1,3.243112902142036,0.39,1,0,,,Services,Legacy Workstation,Legacy Workstation Model 13,Decline,58.0,39876.92,1.0,0.099,,,0,0.0,False,234,0,1721.6199999999951,0.0431733443806591,0.1037567084078712,2.216457960644007,0,0,0,1,10.0,-0.5,10.0,,-0.1368266556193408,0,17.0,,6779.0764,Medium Risk,0.6471665191697259,0.33333333333332965,0.3333333333333305,Customers Lag 1M,3.7305567104509088,increases predicted class probability,Units Lag 1M,3.017318980636123,increases predicted class probability,Revenue Lag 1M,2.8072837138690523,increases predicted class probability,Unit Share Lag 1M,2.5453689640895725,increases predicted class probability,Customer Count Growth Pct,-2.2717863564745437,decreases predicted class probability,Customer decline; Supply pressure; Declining customer base; Margin below target,Customer decline; Supply pressure; Declining customer base; Margin below target,Monitor next month and assign an owner if deterioration continues,4,2,1631
959,1004,2025-12-01,5,Northern EU,2026-01-01,,scoring,45,refit_model_current_scoring,,,1,Medium Risk,0.2776860313382523,0.7215937382546661,0.0007202304070818639,0.07202304070818638,0.1,3.6151709953441493,0.39,1,0,,,IT,Laptop Pro,Laptop Pro Model 05,Growth,190.0,193466.51,3.0,0.1713333333333333,,,0,0.0,True,3153,34,45452.71000000002,0.2349383880445252,0.1345609065155807,1.387968551135197,0,0,0,0,10.0,0.5,10.0,,-0.0550616119554747,0,2.0,,3869.3302,Medium Risk,0.7215937382546661,0.33333333333332965,0.3333333333333305,Customers Lag 1M,3.245396221989036,increases predicted class probability,Units Lag 1M,3.2056032713269946,increases predicted class probability,Unit Share Lag 1M,2.975402588999858,increases predicted class probability,Units Vs 6M Avg Pct,2.6010843705646987,increases predicted class probability,Product Unit Share Category Region,2.3706185337478693,increases predicted class probability,Supply pressure,Supply pressure,Monitor next month and assign an owner if deterioration continues,1,2,1632
960,1043,2025-12-01,9,Western EU,2026-01-01,,scoring,439,refit_model_current_scoring,,,1,Medium Risk,0.16687126601773436,0.8324133956397649,0.0007153383425005511,0.0715338342500551,0.1,4.16922036162383,0.39,1,0,,,IT,Tablet Enterprise,Tablet Enterprise Model 04,Decline,168.0,61812.77,2.0,0.1725,,,0,0.0,False,327,6,6127.489999999998,0.099129839999081,0.1142080217539089,4.287831407205982,0,0,0,0,10.0,1.0,10.0,,-0.1708701600009189,0,2.0,,1236.2554,Medium Risk,0.8324133956397649,0.33333333333332965,0.3333333333333305,Unit Share Lag 1M,3.7786620942203544,increases predicted class probability,Customers Lag 1M,3.319366954693412,increases predicted class probability,Units Lag 1M,3.03925565363351,increases predicted class probability,Units Vs 6M Avg Pct,2.5528273632955223,increases predicted class probability,Mom Units Growth Pct,2.356340061106537,increases predicted class probability,Supply pressure; Margin below target,Supply pressure; Margin below target,Monitor next month and assign an owner if deterioration continues,2,2,1633
961,1102,2025-12-01,3,Southern EU,2026-01-01,,scoring,1023,refit_model_current_scoring,,,1,Medium Risk,0.24419790213586437,0.7551006323559319,0.0007014655082036428,0.07014655082036428,0.1,3.782517816861696,0.39,1,0,,,Accessories,Industrial Scanner,Industrial Scanner Model 03,Decline,63.0,88370.62,2.0,0.111,,,0,0.0,False,302,9,19239.460000000006,0.2177133078844531,0.0735981308411214,0.9667460904969,0,0,0,1,10.0,-0.3333333333333333,10.0,,-0.1222866921155469,0,17.0,,15023.0054,Medium Risk,0.7551006323559319,0.33333333333332965,0.3333333333333305,Customers Lag 1M,3.6033815799652964,increases predicted class probability,Unit Share Lag 1M,3.110928963351262,increases predicted class probability,Units Lag 1M,2.9900416054387318,increases predicted class probability,Units Vs 6M Avg Pct,2.4045103304516315,increases predicted class probability,Revenue Lag 1M,2.0977899498069923,increases predicted class probability,Customer decline; Supply pressure; Declining customer base; Margin below target,Customer decline; Supply pressure; Declining customer base; Margin below target,Monitor next month and assign an owner if deterioration continues,4,2,1635
962,1141,2025-12-01,2,Western EU,2026-01-01,,scoring,1412,refit_model_current_scoring,,,1,Medium Risk,0.1381764549568052,0.8611537894411773,0.0006697556020176414,0.06697556020176414,0.1,4.312466503226063,0.39,1,0,,,Services,Legacy Workstation,Legacy Workstation Model 02,Decline,155.0,106513.04,2.0,0.1805,,,0,0.0,False,206,1,15459.839999999982,0.1451450451512789,0.1583248212461695,1.5859720803541029,0,0,0,0,10.0,1.0,10.0,,-0.034854954848721,0,2.0,,2130.2608,Medium Risk,0.8611537894411773,0.33333333333332965,0.3333333333333305,Unit Share Lag 1M,4.065701825612712,increases predicted class probability,Customers Lag 1M,3.3994176776066864,increases predicted class probability,Units Lag 1M,3.268969587651502,increases predicted class probability,Units Vs 6M Avg Pct,2.852521030252693,increases predicted class probability,Revenue Lag 1M,2.6146513761018126,increases predicted class probability,Supply pressure,Supply pressure,Monitor next month and assign an owner if deterioration continues,1,2,1641
963,1114,2025-12-01,4,Southern EU,2026-01-01,,scoring,1144,refit_model_current_scoring,,,1,Medium Risk,0.48443190239112843,0.5149033071213794,0.0006647904874924344,0.06647904874924344,0.1,2.5811644404818215,0.39,1,0,,,Accessories,Industrial Scanner,Industrial Scanner Model 15,Mature,187.0,307429.34,2.0,0.1576666666666666,,,0,0.0,False,298,8,89817.44000000003,0.2921563699808223,0.1012452625879805,0.0951207760663214,0,0,0,1,10.0,-0.5,10.0,,-0.0478436300191776,0,17.0,,52262.9878,Medium Risk,0.5149033071213794,0.33333333333332965,0.3333333333333305,Customer Share Category Region,-7.276927681861112,decreases predicted class probability,Customer Count Growth Pct,-3.8582458450107846,decreases predicted class probability,Unit Share Lag 1M,3.3681874631929802,increases predicted class probability,Customers Lag 1M,3.3319624741054272,increases predicted class probability,Units Lag 1M,3.059686652768423,increases predicted class probability,Customer decline; Supply pressure; Declining customer base,Customer decline; Supply pressure; Declining customer base,Monitor next month and assign an owner if deterioration continues,3,2,1643
964,1157,2025-12-01,10,Northern EU,2026-01-01,,scoring,1571,refit_model_current_scoring,,,1,Medium Risk,0.4332237799088494,0.566119496117451,0.0006567239736996942,0.06567239736996942,0.1,2.8371647203242523,0.39,1,0,,,Services,Legacy Workstation,Legacy Workstation Model 18,Decline,0.0,0.0,0.0,,,,0,0.0,False,158,1,0.0,,0.0,-1.0,1,0,0,1,10.0,-1.0,10.0,,,0,32.0,,0.0,Medium Risk,0.566119496117451,0.33333333333332965,0.3333333333333305,Units Lag 3M,4.1548634181893505,increases predicted class probability,Risk Factor Volatility,-3.7200556490727963,decreases predicted class probability,Customers Lag 1M,3.0119470657856384,increases predicted class probability,Revenue Lag 1M,2.7273534212772192,increases predicted class probability,Units Acceleration 3M,2.6103836871398447,increases predicted class probability,Sales below trend; Customer decline; Supply pressure; Losing category share; Declining customer base,Sales below trend; Customer decline; Supply pressure; Losing category share; Declining customer base,Monitor next month and assign an owner if deterioration continues,5,2,1645
965,1130,2025-12-01,4,Southern EU,2026-01-01,,scoring,1304,refit_model_current_scoring,,,1,Medium Risk,0.18331576345364348,0.8160293671450142,0.0006548694013422863,0.06548694013422864,0.1,4.086695529738494,0.39,1,0,,,Accessories,Connectivity Module,Connectivity Module Model 11,Growth,365.0,27811.24,6.0,0.1551249999999999,,,0,0.0,False,252,4,8896.940000000002,0.3199044702789232,0.1644144144144144,0.8625804375804377,0,0,0,0,10.0,0.2,10.0,,0.0099044702789232,0,2.0,,556.2248000000001,Medium Risk,0.8160293671450142,0.33333333333332965,0.3333333333333305,Units Lag 1M,3.2194697568024253,increases predicted class probability,Customers Lag 1M,3.182897067690128,increases predicted class probability,Unit Share Lag 1M,2.9758213433377723,increases predicted class probability,Product Unit Share Category Region,2.83155262212632,increases predicted class probability,Product Revenue Share Category Region,2.523684568806895,increases predicted class probability,Supply pressure,Supply pressure,Monitor next month and assign an owner if deterioration continues,1,2,1646
966,1117,2025-12-01,6,Northern EU,2026-01-01,,scoring,1176,refit_model_current_scoring,,,1,Medium Risk,0.31154096125961345,0.6878109969694906,0.00064804177089588,0.06480417708958801,0.1,3.4455354025564118,0.39,1,0,,,Accessories,Industrial Scanner,Industrial Scanner Model 18,Mature,229.0,339824.28,5.0,0.1282,,,0,0.0,False,341,9,108222.84000000004,0.3184670618591468,0.090764962346413,5.2465743729120655,0,0,0,0,10.0,1.5,10.0,,-0.0215329381408532,0,2.0,,6796.485600000001,Medium Risk,0.6878109969694906,0.33333333333332965,0.3333333333333305,Customers Lag 1M,3.3740635702963093,increases predicted class probability,Unit Share Lag 1M,2.9082772943248085,increases predicted class probability,Units Lag 1M,2.852329763334554,increases predicted class probability,Units Vs 6M Avg Pct,2.706257411668462,increases predicted class probability,Customer Count Growth Pct,2.319427081237496,increases predicted class probability,Supply pressure,Supply pressure,Monitor next month and assign an owner if deterioration continues,1,2,1647
967,1045,2025-12-01,3,Southern EU,2026-01-01,,scoring,453,refit_model_current_scoring,,,1,Medium Risk,0.27402345682633755,0.7253313599309281,0.0006451832427344352,0.06451832427344352,0.1,3.633108632081985,0.39,1,0,,,IT,Tablet Enterprise,Tablet Enterprise Model 06,Mature,220.0,106893.69,3.0,0.08225,,,0,0.0,True,1882,26,44132.09000000001,0.4128596365229791,0.1154249737670514,-0.3794964645529424,0,0,0,1,10.0,-0.5714285714285714,10.0,,0.1428596365229791,0,17.0,,18171.9273,Medium Risk,0.7253313599309281,0.33333333333332965,0.3333333333333305,Unit Share Lag 1M,3.633166137555811,increases predicted class probability,Customer Count Growth Pct,-3.4092874983122856,decreases predicted class probability,Customers Lag 1M,3.377011460043123,increases predicted class probability,Units Lag 1M,3.293944416944864,increases predicted class probability,Product Unit Share Category Region,2.5526126550837196,increases predicted class probability,Customer decline; Supply pressure; Losing category share; Declining customer base,Customer decline; Supply pressure; Losing category share; Declining customer base,Monitor next month and assign an owner if deterioration continues,4,2,1648
968,1056,2025-12-01,3,Southern EU,2026-01-01,,scoring,563,refit_model_current_scoring,,,1,Medium Risk,0.19127639229810933,0.8080820882937002,0.000641519408190956,0.0641519408190956,0.1,4.046825635550411,0.39,1,0,,,IT,Tablet Enterprise,Tablet Enterprise Model 17,Decline,152.0,52510.600000000006,4.0,0.15025,,,0,0.0,False,330,8,9347.160000000003,0.178005202759062,0.0797481636935991,0.9876625647874336,0,1,0,0,10.0,3.0,10.0,,-0.0919947972409379,0,2.0,,1050.2120000000002,Medium Risk,0.8080820882937002,0.33333333333332965,0.3333333333333305,Customers Lag 1M,3.997934035764375,increases predicted class probability,Units Lag 1M,3.9770072960006586,increases predicted class probability,Unit Share Lag 1M,3.7551310531635775,increases predicted class probability,Customer Count Growth Pct,3.1256493084643546,increases predicted class probability,Revenue Lag 1M,2.8763070789960348,increases predicted class probability,High sales volatility; Supply pressure,High sales volatility; Supply pressure,Monitor next month and assign an owner if deterioration continues,2,2,1649
969,1111,2025-12-01,4,Southern EU,2026-01-01,,scoring,1114,refit_model_current_scoring,,,1,Medium Risk,0.2721675403398433,0.727192248046444,0.000640211613712638,0.0640211613712638,0.1,3.6423633563693465,0.39,1,0,,,Accessories,Industrial Scanner,Industrial Scanner Model 12,Mature,165.0,257825.28,4.0,0.1545,,,0,0.0,True,1775,48,66238.82999999999,0.2569136354666229,0.0893340552246886,-0.0760977972815092,0,0,0,0,10.0,0.3333333333333333,10.0,,-0.083086364533377,0,2.0,,5156.5056,Medium Risk,0.727192248046444,0.33333333333332965,0.3333333333333305,Unit Share Lag 1M,3.5078638156972755,increases predicted class probability,Units Lag 1M,3.4191583190213044,increases predicted class probability,Units Vs 6M Avg Pct,3.2735445192829187,increases predicted class probability,Customers Lag 1M,3.1340275117863845,increases predicted class probability,Mom Units Growth Pct,2.391991871235375,increases predicted class probability,Supply pressure,Supply pressure,Monitor next month and assign an owner if deterioration continues,1,2,1650
970,1102,2025-12-01,10,Northern EU,2026-01-01,,scoring,1021,refit_model_current_scoring,,,1,Medium Risk,0.33011746747728277,0.6692428586586694,0.0006396738640477527,0.06396738640477527,0.1,3.3526110319338245,0.39,1,0,,,Accessories,Industrial Scanner,Industrial Scanner Model 03,Decline,52.0,67327.13,1.0,0.215,,,0,0.0,False,303,8,10266.490000000003,0.1524866721632127,0.1547619047619047,0.2935038212815991,0,1,0,1,10.0,-0.5,10.0,,-0.1875133278367872,0,17.0,,11445.6121,Medium Risk,0.6692428586586694,0.33333333333332965,0.3333333333333305,Customers Lag 1M,4.693651712020924,increases predicted class probability,Unit Share Lag 1M,3.9144528269932053,increases predicted class probability,Units Lag 1M,3.5056544864007098,increases predicted class probability,Revenue Vs Lag 1M Pct,2.5196817964853464,increases predicted class probability,Customer Count Growth Pct,-2.20766598982884,decreases predicted class probability,High sales volatility; Customer decline; Supply pressure; Declining customer base; Margin below target,High sales volatility; Customer decline; Supply pressure; Declining customer base; Margin below target,Monitor next month and assign an owner if deterioration continues,5,2,1651
971,1092,2025-12-01,6,Northern EU,2026-01-01,,scoring,926,refit_model_current_scoring,,,1,Medium Risk,0.2422762470979956,0.7570864947512113,0.0006372581507938782,0.06372581507938782,0.1,3.7918050552639952,0.39,1,0,,,Medical,Monitoring Device,Monitoring Device Model 13,Mature,297.0,203200.32,7.0,0.1451428571428571,,,0,0.0,True,1358,33,73051.95000000001,0.3595070617999027,0.0963035019455253,11.689132851584214,0,0,0,0,10.0,2.5,10.0,,-0.0304929382000972,0,2.0,,4064.0064,Medium Risk,0.7570864947512113,0.33333333333332965,0.3333333333333305,Customers Lag 1M,3.4594678280650464,increases predicted class probability,Units Vs 6M Avg Pct,3.3229203390686703,increases predicted class probability,Units Lag 1M,3.0678603122800863,increases predicted class probability,Customer Share Category Region,2.7819660555482186,increases predicted class probability,Customer Count Growth Pct,2.5636091544290402,increases predicted class probability,Supply pressure,Supply pressure,Monitor next month and assign an owner if deterioration continues,1,2,1652
972,1140,2025-12-01,10,Northern EU,2026-01-01,,scoring,1401,refit_model_current_scoring,,,1,Medium Risk,0.424458834296553,0.574939298114723,0.000601867588724012,0.0601867588724012,0.1,2.880715166460855,0.39,1,0,,,Services,Legacy Workstation,Legacy Workstation Model 01,Decline,0.0,0.0,0.0,,,,0,0.0,False,224,3,0.0,,0.0,-1.0,1,0,0,1,10.0,-1.0,10.0,,,0,32.0,,0.0,Medium Risk,0.574939298114723,0.33333333333332965,0.3333333333333305,Units Lag 3M,5.217178438031008,increases predicted class probability,Risk Factor Volatility,-4.977669776283623,decreases predicted class probability,Unit Share Lag 1M,4.887460864277972,increases predicted class probability,Units Lag 1M,3.7103191536168367,increases predicted class probability,Revenue Volatility 3M,-3.570706856918732,decreases predicted class probability,Sales below trend; Customer decline; Supply pressure; Losing category share; Declining customer base,Sales below trend; Customer decline; Supply pressure; Losing category share; Declining customer base,Monitor next month and assign an owner if deterioration continues,5,2,1654
973,1069,2025-12-01,6,Northern EU,2026-01-01,,scoring,696,refit_model_current_scoring,,,1,Medium Risk,0.257546631410237,0.741861328053634,0.0005920405361290385,0.059204053612903845,0.1,3.7152270456294607,0.39,1,0,,,Medical,Medical Sensor,Medical Sensor Model 10,Mature,327.0,53131.46,8.0,0.162875,,,0,0.0,False,253,5,18632.96,0.3506954260244307,0.0846930846930846,9.185457817036763,0,0,0,0,10.0,1.6666666666666667,10.0,,-0.0993045739755693,0,2.0,,1062.6292,Medium Risk,0.741861328053634,0.33333333333332965,0.3333333333333305,Customers Lag 1M,3.67182644450095,increases predicted class probability,Units Vs 6M Avg Pct,3.471428478845133,increases predicted class probability,Units Lag 1M,3.178422648618564,increases predicted class probability,Unit Share Lag 1M,2.9529986821011818,increases predicted class probability,Mom Units Growth Pct,2.695452639765379,increases predicted class probability,Supply pressure,Supply pressure,Monitor next month and assign an owner if deterioration continues,1,2,1656
974,1001,2025-12-01,3,Southern EU,2026-01-01,,scoring,13,refit_model_current_scoring,,,1,Medium Risk,0.450186719514937,0.5492248269329303,0.0005884535521326793,0.058845355213267926,0.1,2.7520086701859783,0.39,1,0,,,IT,Laptop Pro,Laptop Pro Model 02,Decline,39.0,37011.81,1.0,0.105,,,0,0.0,False,361,5,9564.78,0.2584250810754729,0.0184310018903591,0.3463846880907372,0,0,0,0,10.0,0.0,10.0,,-0.031574918924527,0,2.0,,740.2361999999999,Medium Risk,0.5492248269329303,0.33333333333332965,0.3333333333333305,Customer Share Category Region,-7.08984227308412,decreases predicted class probability,Customers Lag 1M,3.0285156328262492,increases predicted class probability,Unit Share Lag 1M,2.916296301839361,increases predicted class probability,Units Lag 1M,2.7162849839059207,increases predicted class probability,Lifecycle Stage Num,2.7023674305810066,increases predicted class probability,Supply pressure,Supply pressure,Monitor next month and assign an owner if deterioration continues,1,2,1657
975,1053,2025-12-01,6,Northern EU,2026-01-01,,scoring,536,refit_model_current_scoring,,,1,Medium Risk,0.48430071464978797,0.5151166343031812,0.0005826510470309698,0.05826510470309698,0.1,2.5814096819862162,0.39,1,0,,,IT,Tablet Enterprise,Tablet Enterprise Model 14,Decline,112.0,45791.87,2.0,0.1404999999999999,,,0,0.0,False,327,2,3453.6300000000047,0.0754201564600878,0.039843472073995,6.410885805763072,0,0,0,0,10.0,0.0,10.0,,-0.1945798435399121,0,2.0,,915.8374,Medium Risk,0.5151166343031812,0.33333333333332965,0.3333333333333305,Customer Share Category Region,-6.839543155825299,decreases predicted class probability,Customers Lag 1M,3.393166287690857,increases predicted class probability,Units Lag 1M,3.3912085514835164,increases predicted class probability,Units Vs 6M Avg Pct,3.2880058383651094,increases predicted class probability,Unit Share Lag 1M,2.6658516364905327,increases predicted class probability,Supply pressure; Margin below target,Supply pressure; Margin below target,Monitor next month and assign an owner if deterioration continues,2,2,1658
